CellType,CpdName,IC50,Concentration1,Concentration2,Concentration3,Concentration4,Concentration5,Concentration6,Concentration7,Concentration8,Concentration9
Head & Neck,WYZ-XM-5,-2.946688,0.0549,0.0533,0.0524,0.0514,0.0539,0.0553,0.6127,1.0037,1.0415
Head & Neck,WYZ-XM-5,-1.520209,0.0538,0.0532,0.0546,0.0552,0.0565,0.942,0.9929,1.0369,1.0693
Head & Neck,WYZ-XM-5,-2.90824,0.0545,0.054,0.0548,0.0562,0.0601,0.1054,0.9798,1.0214,1.0046
Head & Neck,WYZ-XM-5,-2.392706,0.0597,0.0593,0.0606,0.0588,0.061,0.3105,1.0415,0.9839,0.9851
Head & Neck,WYZ-XM-5,4.498338,0.4057,1.1006,0.0525,0.898,1.1082,1.1132,1.0638,1.068,0.9582
Head & Neck,WYZ-XM-5,-2.283917,0.0549,0.0518,0.0567,0.0574,0.0581,0.6568,0.9104,1.0457,0.9958
Head & Neck,WYZ-XM-5,-1.581125,0.0531,0.0496,0.0497,0.0511,0.0897,0.9399,0.9124,0.9834,1.0584
Head & Neck,WYZ-XM-5,-1.568864,0.0499,0.0503,0.0526,0.0497,0.0557,0.9674,0.9777,1.0218,1.0442
Head & Neck,WYZ-XM-5,-5.445536,0.0769,0.0792,0.0803,0.0805,0.0814,0.0806,0.0858,0.8381,0.9567
Head & Neck,WYZ-XM-5,-1.432003,0.0481,0.049,0.0466,0.0474,0.052,0.9006,0.9333,0.9861,0.9574
Head & Neck,WYZ-XM-5,-2.391919,0.0497,0.0512,0.0517,0.0518,0.0541,0.0815,0.8667,1.0285,1.0327
Head & Neck,WYZ-XM-5,-1.89607,0.0579,0.0571,0.0584,0.0587,0.0595,0.9215,1.1413,1.1133,1.1077
Head & Neck,WYZ-XM-5,-3.378803,0.0622,0.0611,0.0598,0.0611,0.0599,0.0885,0.9987,1.0057,1.1165
Head & Neck,WYZ-XM-5,-0.417514,0.0545,0.0563,0.0639,0.0659,0.8582,0.8956,0.9079,0.8767,0.9575
Head & Neck,WYZ-XM-5,-2.179528,0.111,0.1126,0.1172,0.1196,0.123,0.1213,0.9518,0.9941,0.9868
Head & Neck,WYZ-XM-5,-2.816835,0.0481,0.0481,0.0484,0.0489,0.0488,0.0538,0.532,0.9483,0.9973
Head & Neck,WYZ-XM-5,-1.662839,0.0503,0.0529,0.0522,0.0517,0.056,0.965,1.0197,1.0561,1.0647
Head & Neck,WYZ-XM-5,5.724546,1.0571,1.0479,0.0562,0.0708,0.8653,0.9117,0.9632,0.966,0.9811
Head & Neck,WYZ-XM-5,-6.835541,0.1602,0.163,0.159,0.1647,0.1636,0.1705,0.1976,1.0123,0.9037
Head & Neck,WYZ-XM-5,-1.701744,0.0455,0.0511,0.0492,0.048,0.051,0.8694,0.9966,0.9799,1.0105
Head & Neck,WYZ-XM-5,2.418612,1.2073,1.1609,0.8354,0.0605,0.8558,0.9896,1.0193,1.0436,1.026
Head & Neck,WYZ-XM-5,-1.5167,0.0533,0.0518,0.0554,0.0564,0.0597,0.9688,1.082,1.0227,0.9959
Head & Neck,WYZ-XM-5,5.792145,1.0972,1.065,0.1763,0.0563,0.9581,0.9846,0.9652,0.9591,0.9938
Head & Neck,WYZ-XM-5,-2.735123,0.0525,0.0533,0.0543,0.054,0.0544,0.3666,0.888,1.015,1.0407
Muscle,WYZ-XM-5,-3.341382,0.0584,0.0608,0.0612,0.0604,0.062,0.0615,0.4327,0.9029,1.0025
Intestine,WYZ-XM-5,-4.608758,0.1125,0.1093,0.12,0.1127,0.1229,0.1917,0.9355,1.096,0.9205
Intestine,WYZ-XM-5,-1.773425,0.0693,0.0752,0.0826,0.1533,0.6171,0.9459,1.1006,1.075,1.148
Intestine,WYZ-XM-5,-1.898481,0.049,0.05,0.0508,0.0653,0.4649,0.9668,1.0665,1.146,1.0637
Intestine,WYZ-XM-5,-1.502007,0.058,0.0648,0.0574,0.0648,0.6783,1.0916,1.1298,1.0484,1.0941
Intestine,WYZ-XM-5,-1.217658,0.0418,0.0422,0.0424,0.057,0.862,0.9476,1.0331,1.061,1.042
Intestine,WYZ-XM-5,1.531109,0.3429,0.6934,0.7954,0.8425,0.9002,0.9233,0.9624,0.9636,0.9487
Intestine,WYZ-XM-5,-1.841569,0.0642,0.0932,0.1473,0.2095,0.4863,0.8627,1.0693,1.0904,1.0724
Intestine,WYZ-XM-5,-1.86127,0.0429,0.0424,0.0452,0.0458,0.0496,0.9767,1.0888,1.0675,1.0511
Intestine,WYZ-XM-5,-2.978504,0.0586,0.0616,0.0613,0.0655,0.0662,0.3023,0.981,0.9713,0.9226
Intestine,WYZ-XM-5,-0.91493,0.0486,0.1613,0.3226,0.5827,0.9833,1.0537,1.096,1.0965,1.0487
Intestine,WYZ-XM-5,-2.270329,0.0734,0.0678,0.0957,0.0711,0.0965,0.4761,1.0127,1.056,1.0875
Intestine,WYZ-XM-5,5.640778,0.9835,0.998,0.3243,0.7355,0.9231,0.9584,0.9883,1.0032,0.9539
Intestine,WYZ-XM-5,-2.374259,0.0548,0.0561,0.0549,0.0543,0.2861,0.5624,1.1189,1.1801,1.1013
Intestine,WYZ-XM-5,-2.398144,0.0478,0.0499,0.0497,0.0486,0.0497,0.6168,0.87,1.1205,1.1081
Intestine,WYZ-XM-5,-2.0097,0.0418,0.0409,0.0422,0.0416,0.0445,0.8692,0.9861,1.0869,1.0831
Leukemia,WYZ-XM-5,-2.616074,0.0519,0.0516,0.0554,0.0526,0.0553,0.4624,1.0769,1.1616,0.9444
Intestine,WYZ-XM-5,-1.311564,0.0569,0.0616,0.179,0.2842,0.8031,1.0082,1.1029,1.1322,1.1073
Intestine,WYZ-XM-5,-1.433779,0.0476,0.0478,0.0471,0.0965,0.8181,1.0347,1.1398,1.1177,1.0781
Intestine,WYZ-XM-5,-2.309552,0.0466,0.0464,0.0458,0.0486,0.2861,0.9489,0.916,0.9902,1.1205
Intestine,WYZ-XM-5,1.378867,0.053,0.2372,0.7705,0.7966,0.8508,0.8904,0.9189,0.9877,1.0055
Intestine,WYZ-XM-5,-0.772378,0.2772,0.3179,0.5162,0.9458,0.8651,0.8741,0.9283,1.0954,0.9827
Intestine,WYZ-XM-5,-4.549878,0.2114,0.2099,0.2232,0.2099,0.2391,0.3024,1.0914,1.1035,1.0629
Intestine,WYZ-XM-5,0.165365,0.3376,0.4275,0.7459,0.7782,1.0352,0.9512,1.0457,1.0398,1.0305
UrinaryTrack,WYZ-XM-5,-2.241339,0.0421,0.0441,0.0449,0.0434,0.0532,1.0772,1.0496,0.9693,1.0085
UrinaryTrack,WYZ-XM-5,-2.608823,0.0493,0.0518,0.0521,0.0516,0.0542,0.4934,0.8297,0.8443,1.0394
Lymphoma,WYZ-XM-5,-3.003645,0.0741,0.0705,0.074,0.0724,0.0734,0.0742,0.6938,1.0648,1.1237
Intestine,WYZ-XM-5,-0.615397,0.0479,0.0489,0.0514,0.7367,1.1179,1.1346,1.1272,1.1879,1.1724
Intestine,WYZ-XM-5,-1.691187,0.0896,0.1083,0.1749,0.3017,0.6371,0.8715,0.9547,1.0616,0.9977
Intestine,WYZ-XM-5,-2.199572,0.0446,0.0494,0.0628,0.0762,0.1595,0.6688,0.9618,1.0168,1.0432
Intestine,WYZ-XM-5,-2.277559,0.0542,0.0567,0.0855,0.0952,0.3263,0.6807,0.848,0.9109,1.1736
Intestine,WYZ-XM-5,-1.661349,0.0513,0.1347,0.0573,0.0531,0.0558,0.8082,1.0776,1.1577,1.1663
Intestine,WYZ-XM-5,-1.630251,0.0511,0.0606,0.0444,0.1316,0.6473,0.8448,0.9628,1.1242,1.1881
Lymphoma,WYZ-XM-5,-3.171906,0.064,0.0602,0.0656,0.0643,0.0608,0.1904,0.5691,0.9072,1.1408
Intestine,WYZ-XM-5,-0.381416,0.1684,0.7296,0.4468,0.5243,0.9622,1.0091,0.981,1.1277,1.0088
Kidney,WYZ-XM-5,-1.979762,0.0529,0.0525,0.0792,0.1721,0.634,0.7917,0.9797,1.0582,1.069
Kidney,WYZ-XM-5,-1.868226,0.0455,0.0502,0.0801,0.166,0.6468,0.8223,1.1055,1.1619,1.1944
Kidney,WYZ-XM-5,-3.328562,0.0467,0.0475,0.0487,0.0486,0.0526,0.1431,0.872,1.1321,1.1989
Kidney,WYZ-XM-5,-2.544009,0.0487,0.0501,0.0506,0.052,0.0918,0.5789,0.8658,1.0868,1.1977
Lymphoma,WYZ-XM-5,-2.630565,0.0418,0.0426,0.0421,0.0438,0.22,0.4419,1.1211,1.0064,1.0997
Kidney,WYZ-XM-5,-4.105289,0.0635,0.0644,0.0631,0.0633,0.0636,0.0712,1.1082,1.184,1.1983
Kidney,WYZ-XM-5,-3.213852,0.0638,0.0629,0.0614,0.0621,0.0629,0.2453,1.2532,1.1642,1.2595
Kidney,WYZ-XM-5,-5.14504,0.0992,0.1011,0.0941,0.0943,0.1012,0.2809,0.1523,1.1457,1.224
Kidney,WYZ-XM-5,-2.322034,0.0511,0.0571,0.0774,0.1138,0.3418,0.9761,1.1821,1.1228,1.1636
Kidney,WYZ-XM-5,-1.374097,0.0576,0.0958,0.2053,0.2965,0.7275,1.145,1.1829,1.1413,1.1146
Kidney,WYZ-XM-5,-1.619085,0.0521,0.0514,0.0516,0.0522,0.0518,0.9428,0.9264,0.9269,0.9613
Kidney,WYZ-XM-5,-2.654047,0.0418,0.0435,0.0436,0.0437,0.0438,0.4355,0.837,1.1067,1.0612
Kidney,WYZ-XM-5,-2.468793,0.0513,0.05,0.0486,0.0518,0.0533,0.5671,0.9392,0.9832,1.1384
Kidney,WYZ-XM-5,-2.101717,0.0627,0.0671,0.0935,0.0864,0.129,0.4763,0.9331,1.0556,1.092
Kidney,WYZ-XM-5,-3.166447,0.0425,0.0456,0.0433,0.0453,0.3095,0.7389,0.0479,0.7652,0.9112
Nervous System,WYZ-XM-5,-4.217219,0.1619,0.1645,0.1529,0.1533,0.1528,0.1542,0.3029,0.4774,0.7602
Nervous System,WYZ-XM-5,-2.737838,0.065,0.0625,0.0624,0.064,0.0693,0.3999,0.8548,0.9651,1.0393
Kidney,WYZ-XM-5,-2.470294,0.0406,0.0414,0.0447,0.0438,0.1018,0.9383,1.0846,1.113,1.1174
Kidney,WYZ-XM-5,-2.046979,0.0492,0.0511,0.0552,0.0826,0.4366,1.1162,1.1771,1.1712,1.185
Kidney,WYZ-XM-5,-4.489529,0.0522,0.0489,0.0498,0.0493,0.0508,0.0504,0.055,0.6159,0.7859
Nervous System,WYZ-XM-5,-10.15518,0.0953,0.101,0.0984,0.0955,0.0997,0.0953,0.1114,0.1017,0.5561
Kidney,WYZ-XM-5,-0.775577,0.0928,0.2364,0.3465,0.5306,0.936,1.0216,1.0456,1.0684,1.09
Nervous System,WYZ-XM-5,-2.278257,0.0579,0.0586,0.0582,0.056,0.0563,0.0565,0.9607,1.0182,1.017
Liver,WYZ-XM-5,-2.483094,0.034,0.0342,0.0348,0.0393,0.109,0.4896,0.9065,1.0131,0.9828
Liver,WYZ-XM-5,-2.167444,0.0503,0.0504,0.0507,0.0511,0.084,0.6993,0.9528,1.0082,0.9707
Liver,WYZ-XM-5,-3.643577,0.0494,0.0495,0.0507,0.0501,0.0498,0.0525,0.2544,0.7469,0.9668
Liver,WYZ-XM-5,-2.675639,0.0483,0.0545,0.0524,0.0493,0.0472,0.0758,0.7622,0.9125,1.049
Liver,WYZ-XM-5,-1.818084,0.0904,0.1183,0.1914,0.3095,0.5324,0.7582,1.0494,1.0854,1.0933
Liver,WYZ-XM-5,0.254552,0.3387,0.5083,0.6738,1.0748,1.0634,1.1338,1.068,1.0858,1.1304
Liver,WYZ-XM-5,-1.918747,0.0682,0.0658,0.068,0.9238,0.4192,0.8948,1.0081,1.1393,1.0621
Liver,WYZ-XM-5,-6.875511,0.1104,0.1093,0.1066,0.106,0.1062,0.1083,0.1093,0.4954,0.7794
Liver,WYZ-XM-5,-8.014224,0.0791,0.0778,0.0814,0.0802,0.0817,0.0809,0.1077,0.5133,0.7779
Liver,WYZ-XM-5,-3.37771,0.0491,0.0478,0.0487,0.0508,0.0511,0.092,0.4234,0.9347,1.1432
Liver,WYZ-XM-5,-4.893243,0.0594,0.0647,0.0591,0.0616,0.0618,0.0621,0.0889,0.2022,0.9754
Biliary Tract,WYZ-XM-5,-1.829114,0.0577,0.0573,0.0563,0.0576,0.0603,0.9869,1.1172,1.1133,1.105
Liver,WYZ-XM-5,-1.700375,0.0564,0.0587,0.0607,0.0599,0.0734,0.9436,1.0009,1.0395,1.0711
Liver,WYZ-XM-5,-3.693335,0.0676,0.0701,0.071,0.0698,0.071,0.0731,0.3169,0.6561,0.8798
Liver,WYZ-XM-5,-4.323119,0.0535,0.0512,0.051,0.0535,0.0506,0.0521,0.1631,0.8993,0.9281
Liver,WYZ-XM-5,-5.492903,0.1156,0.1095,0.1095,0.1153,0.1221,0.1096,0.1427,0.4001,0.5058
Liver,WYZ-XM-5,-2.016988,0.0358,0.0383,0.0375,0.0366,0.0394,0.7329,0.8736,0.9273,0.9923
Liver,WYZ-XM-5,-2.165238,0.0369,0.038,0.0379,0.0387,0.1819,0.734,0.879,0.9439,0.969
Liver,WYZ-XM-5,-1.968535,0.0426,0.0488,0.0652,0.0972,0.3562,0.7826,1.0057,1.0134,0.981
Biliary Tract,WYZ-XM-5,-3.637416,0.076,0.0785,0.0777,0.0768,0.0787,0.0885,0.3045,0.7116,0.9516
Liver,WYZ-XM-5,-3.626156,0.0707,0.0722,0.0736,0.0767,0.0722,0.0715,0.3396,0.856,1.0381
Liver,WYZ-XM-5,-8.503435,0.0824,0.0808,0.0829,0.0854,0.0836,0.0832,0.085,0.1391,0.7441
Liver,WYZ-XM-5,-2.053752,0.0521,0.0549,0.0539,0.0529,0.0563,0.7256,1.0892,1.0659,1.0689
Lung,WYZ-XM-5,-4.519546,0.0822,0.0784,0.075,0.0735,0.0747,0.2771,1.0233,0.3,0.6034
Lung:NSCLC,WYZ-XM-5,-2.449483,0.0413,0.0405,0.0423,0.044,0.0431,0.559,0.842,0.9606,1.0042
Lung:NSCLC,WYZ-XM-5,-2.686251,0.0428,0.0426,0.0441,0.0436,0.0511,0.416,0.9359,1.0522,0.9492
Lung:NSCLC,WYZ-XM-5,-2.719941,0.0563,0.0578,0.0581,1.0498,0.1886,0.345,1.0125,1.0182,1.0245
Lung:NSCLC,WYZ-XM-5,-3.288817,0.053,0.0569,0.0536,0.0521,0.0536,0.0601,0.5022,0.8266,0.947
Lung:NSCLC,WYZ-XM-5,-1.429863,0.0489,0.0481,0.1536,0.3018,0.8245,1.0212,1.0015,1.0316,1.0182
Leukemia,WYZ-XM-5,-5.09259,0.0597,0.0577,0.0581,0.0586,0.0571,0.0627,0.0594,0.2227,0.9677
Lung:NSCLC,WYZ-XM-5,-2.68502,0.0653,0.0655,0.0666,0.0768,0.1517,0.5959,0.9806,0.9284,0.9387
Pleura,WYZ-XM-5,-2.053268,0.0496,0.0526,0.0492,0.0503,0.0779,0.9161,0.9895,1.1145,1.1209
Lung:NSCLC,WYZ-XM-5,-1.777399,0.0707,0.077,0.0765,1.1033,0.0806,0.1947,1.0648,1.0733,0.9192
Lung,WYZ-XM-5,-3.38868,0.0567,0.0602,0.0608,0.0607,0.0654,0.1294,0.8216,0.8785,1.0433
Lung,WYZ-XM-5,-2.302918,0.0797,0.0824,0.0832,0.0824,0.0855,0.6638,0.9694,0.9602,1.247
Lung,WYZ-XM-5,-2.198852,0.0731,0.0757,0.0748,1.2132,0.192,0.6334,0.8568,1.0442,1.1542
Lymphoma,WYZ-XM-5,-4.05271,0.0894,0.0871,0.0856,0.0829,1.0265,0.0827,0.2516,0.5073,0.9759
Lung,WYZ-XM-5,-2.579823,0.1009,0.1019,0.1037,0.1038,0.1075,0.1052,0.8709,1.0334,0.9874
Lung,WYZ-XM-5,-2.838456,0.055,0.0647,0.0621,0.0577,0.0574,0.0605,1.1542,1.0832,1.1197
Lung,WYZ-XM-5,-3.84705,0.0857,0.0858,1.069,0.0897,0.0857,0.1189,1.1076,1.1258,0.8546
Lung,WYZ-XM-5,-5.996089,0.0941,0.0972,0.097,0.0949,0.1015,0.0969,0.1017,0.7676,1.0934
UrinaryTrack,WYZ-XM-5,-2.301699,0.0592,0.0606,0.0602,0.0587,0.0614,0.6598,1.1514,1.1713,1.1648
Lymphoma,WYZ-XM-5,-3.417791,0.0603,0.0627,0.0581,0.057,0.0594,0.0645,0.5594,0.7697,0.833
Lung,WYZ-XM-5,-5.447517,0.0513,0.0534,0.0504,0.0523,0.0497,0.0501,0.0738,0.664,1.0445
Lung,WYZ-XM-5,-3.800783,0.0809,0.0854,0.0847,0.0882,0.0995,1.0262,1.1934,1.2108,1.1751
Lung,WYZ-XM-5,-3.024545,0.0495,0.0514,0.0634,0.0506,0.0517,0.2874,0.6445,1.0211,1.1398
Lung,WYZ-XM-5,-3.133194,0.1312,0.1271,0.1312,0.1343,0.1263,0.1286,0.5726,0.9912,1.0073
Lung,WYZ-XM-5,-1.878261,0.0808,0.081,0.0882,0.0867,0.4997,0.9556,0.9737,0.9635,0.9348
Lung,WYZ-XM-5,-1.494288,0.0708,0.0687,0.0693,0.0773,0.7046,0.9121,0.9424,0.9146,1.0641
Lung,WYZ-XM-5,-2.886119,0.1217,0.1198,0.1201,0.1187,0.1164,0.1144,0.6823,0.9575,1.1741
Lung,WYZ-XM-5,-2.271839,0.0582,0.0603,0.058,0.0584,0.0609,0.7147,1.1473,1.1142,1.078
Lung,WYZ-XM-5,-1.789566,0.0977,0.0931,0.093,0.0916,0.0917,0.2321,0.93,1.0545,1.1235
Lung,WYZ-XM-5,-3.557806,0.1037,0.109,0.1069,0.1077,0.1086,0.108,0.3785,1.0582,1.0282
Lung,WYZ-XM-5,-3.15674,0.1448,0.147,0.1431,0.1418,0.1419,0.1379,0.615,0.9834,1.0539
Lung,WYZ-XM-5,-2.964331,0.0782,0.0787,0.0817,0.0842,0.0805,0.0787,1.0681,1.0485,0.9981
Lung,WYZ-XM-5,-2.807289,0.0795,0.0789,0.0802,0.0765,0.0851,0.2308,0.9051,1.0805,1.0268
Lung,WYZ-XM-5,-2.334158,0.1038,0.1073,0.1039,0.1055,0.1046,0.1183,0.8019,0.9687,1.0297
Lung,WYZ-XM-5,-3.339949,0.0693,0.0721,0.0718,0.0734,0.0739,0.0814,0.4913,0.927,1.1005
Lung,WYZ-XM-5,-1.911767,0.068,0.0676,0.0693,0.0686,0.073,0.8441,0.977,1.0541,1.0544
Lung,WYZ-XM-5,-4.294083,0.1023,0.1017,0.1044,0.1034,0.1049,0.1872,0.921,1.0056,1.1163
Lung,WYZ-XM-5,-2.138107,0.0568,0.0563,0.0576,0.0585,0.0593,0.7699,1.0847,1.0324,1.0782
Lung,WYZ-XM-5,-4.843392,0.108,0.1096,0.1098,0.109,0.1105,0.1241,1.0092,1.0772,1.0307
Lung,WYZ-XM-5,-3.560138,0.0872,0.0832,0.0825,0.0811,0.0827,0.0811,0.3986,0.682,0.9256
Lung,WYZ-XM-5,-3.030095,0.0729,0.0723,0.0751,0.0739,0.0771,0.2245,0.6494,1.0519,1.1016
Lung,WYZ-XM-5,-3.142618,0.0916,0.091,0.0939,0.0949,0.0976,0.1831,0.659,0.9788,1.0336
Lung,WYZ-XM-5,-1.973501,0.0726,0.0735,0.0756,0.0747,0.0772,0.9305,1.0652,1.1195,1.0915
Lung,WYZ-XM-5,-2.23336,0.0864,0.0841,0.0847,0.0851,0.09,0.7769,0.9166,0.9383,1.0229
Lung,WYZ-XM-5,-2.743725,0.0968,0.0943,0.0999,0.0992,0.1018,0.1002,0.7778,0.9465,0.9829
Lung,WYZ-XM-5,-2.771831,0.0724,0.075,0.0742,0.0729,0.074,0.0754,0.8364,1.013,1.086
Lung,WYZ-XM-5,-2.099526,0.0882,0.0921,0.0944,0.0898,0.0933,0.7457,0.9466,1.0369,1.0388
Lung,WYZ-XM-5,-2.406761,0.1517,0.1504,0.1449,0.1476,0.1482,0.6593,0.7034,0.8753,0.9746
Lymphoma,WYZ-XM-5,-3.783006,0.0641,0.0677,0.0636,0.0643,0.0652,0.0712,0.3008,0.5925,0.8586
Lung,WYZ-XM-5,-3.947199,0.1257,0.1281,0.1338,0.13,0.1319,0.1288,0.2176,0.572,1.0046
Lung,WYZ-XM-5,-3.329597,0.0602,0.0598,0.0592,0.0619,0.0598,0.1164,1.0077,0.9573,1.0809
Lung,WYZ-XM-5,-2.829582,0.0865,0.0921,0.0911,0.0874,0.0922,0.2637,1.0515,1.0813,1.0278
Lymphoma,WYZ-XM-5,-3.289061,0.0557,0.0587,0.0581,0.0572,0.0585,0.0637,0.8137,0.871,1.0157
Lung,WYZ-XM-5,-2.162958,0.0522,0.0554,0.0632,0.0577,0.1228,0.7016,1.0438,1.0787,0.9799
Lung,WYZ-XM-5,-2.895599,0.0628,0.0646,0.0631,0.0642,0.066,0.3435,1.094,1.131,1.0855
Lung,WYZ-XM-5,0.044444,0.2034,0.4434,0.7705,0.8702,0.9405,0.8765,1.0527,1.0326,1.0208
Lung,WYZ-XM-5,-2.049019,0.0679,0.0686,0.07,0.0705,0.0739,0.8195,1.0276,1.0883,1.0965
Lung,WYZ-XM-5,1.94049,0.0549,0.069,0.2357,0.9379,0.9724,1.0524,1.019,0.9987,1.0375
Lung:NSCLC,WYZ-XM-5,-3.189002,0.0448,0.0461,0.0453,0.0453,0.0461,0.1251,0.6307,0.9709,1.0338
Lymphoma,WYZ-XM-5,-2.832495,0.0642,0.0597,0.0615,0.0612,0.0636,0.0599,0.8233,0.9429,0.9239
Lung,WYZ-XM-5,-2.747596,0.1064,0.0944,0.095,0.0918,0.0956,0.4583,0.7376,0.892,1.0235
Lung:NSCLC,WYZ-XM-5,-1.64893,0.0507,0.0561,0.0515,1.0271,0.6677,0.643,1.0656,1.0506,0.9785
Lung:NSCLC,WYZ-XM-5,-2.511608,0.0424,0.0445,0.0445,0.0593,0.3332,0.9797,0.9837,0.8818,0.9199
Lung:NSCLC,WYZ-XM-5,-1.49832,0.0545,0.0539,0.0568,0.9827,0.738,0.7935,1.0549,1.193,0.9833
Lung:NSCLC,WYZ-XM-5,-2.070474,0.0749,0.0757,0.0853,0.25,0.4242,0.6893,1.1008,1.0984,1.0064
Lung,WYZ-XM-5,-2.266068,0.12,0.1124,0.1166,1.0499,0.1202,0.1163,0.885,1.0138,1.0212
Lung,WYZ-XM-5,-3.087602,0.0724,0.0765,0.0792,0.0786,0.0843,0.2402,1.153,1.0389,1.062
Lung,WYZ-XM-5,-2.388039,0.0862,0.0886,0.0903,0.0906,0.0972,0.7072,1.0608,0.8922,1.0863
Pleura,WYZ-XM-5,-2.335092,0.0471,0.0474,0.0489,0.0533,0.0882,0.624,0.8433,0.9787,1.0442
Lung,WYZ-XM-5,-2.456713,0.0555,0.0548,0.0563,0.0559,0.0594,0.5348,0.8817,1.0119,1.0564
Lung,WYZ-XM-5,-3.204071,0.084,0.0837,0.0861,0.8094,0.092,0.3478,0.9684,1.1456,0.8351
Lung,WYZ-XM-5,-2.385939,0.106,0.1068,0.1086,0.1057,0.1815,0.7774,1.0046,0.9931,1.0232
Lung,WYZ-XM-5,-1.783253,0.0463,0.0477,0.1341,0.0484,0.5561,0.7323,0.7058,1.0315,1.094
Lung,WYZ-XM-5,-1.929304,0.1042,0.1183,0.122,1.0407,0.1123,0.1117,1.0211,1.0373,0.9571
Lung,WYZ-XM-5,-3.257169,0.0815,0.0803,0.0809,0.0802,0.084,0.0988,0.5348,0.8872,0.9269
Lung,WYZ-XM-5,-1.884026,0.0727,0.0675,0.0661,0.0713,0.4978,0.896,0.9754,1.0778,1.1103
Lung,WYZ-XM-5,4.252183,0.9126,0.0443,0.0469,1.0108,0.4869,0.7059,0.9157,0.9959,1.0105
Lung,WYZ-XM-5,-3.042203,0.0502,0.048,0.0496,0.049,0.0526,0.2352,1.0353,0.9916,1.01
Lung:NSCLC,WYZ-XM-5,3.298816,0.0342,0.0357,0.0981,1.0477,1.0135,0.9534,0.9976,1.013,1.0134
Lung:NSCLC,WYZ-XM-5,-2.422902,0.0477,0.0504,0.0499,0.0487,0.1564,1.0521,1.0905,1.1234,1.1707
Lung:NSCLC,WYZ-XM-5,1.19258,0.0532,0.0567,0.0558,1.0831,0.9124,0.9117,1.0311,1.0399,1.034
Lung:NSCLC,WYZ-XM-5,-3.199137,0.0874,0.089,0.0882,0.0908,0.092,0.1814,0.5852,1.0852,1.0439
Lung:NSCLC,WYZ-XM-5,-1.413219,0.0503,0.0495,0.0567,1.0073,0.7636,0.8651,1.0391,1.0033,1.1419
Lung:NSCLC,WYZ-XM-5,1.541255,1.2327,0.7234,0.0522,0.0478,0.5519,0.7525,1.0975,1.1086,1.125
Lung:NSCLC,WYZ-XM-5,-4.527219,0.1407,0.1421,0.1537,0.147,0.1432,0.1494,0.3105,0.9279,1.0674
Lung:NSCLC,WYZ-XM-5,-1.752241,0.1595,0.1639,0.1992,0.2698,0.6133,1.0046,1.1656,1.1207,1.1628
Lung:NSCLC,WYZ-XM-5,-0.583671,0.3203,0.3581,0.4897,0.7449,0.9483,1.0124,1.0119,1.0897,1.0288
Lung:NSCLC,WYZ-XM-5,-2.383163,0.0727,0.074,0.0755,0.0766,0.0795,0.6357,0.9491,1.1397,1.1359
UrinaryTrack,WYZ-XM-5,-4.173664,0.0599,0.0564,0.0563,0.0576,0.0577,0.0591,0.4331,0.5659,1.1122
Lymphoma,WYZ-XM-5,-5.068393,0.0559,0.0567,0.0576,0.0567,0.0573,0.0566,0.0748,0.9112,1.0442
Lung:NSCLC,WYZ-XM-5,-2.354935,0.0512,0.0513,0.0537,0.0526,0.434,0.5878,0.8534,1.0288,1.0562
Brain,WYZ-XM-5,-2.877971,0.0539,0.0563,0.0565,0.0562,0.0575,0.0593,0.7948,0.9893,1.1639
Skin,WYZ-XM-5,-3.536701,0.0538,0.0529,0.0539,0.0543,0.0542,0.0549,0.2736,0.7806,1.009
Head & Neck,WYZ-XM-5,-1.976643,0.0421,0.0436,0.0434,0.1596,0.7699,0.8495,0.917,0.9656,0.9781
Miscellaneous,WYZ-XM-5,-2.699166,0.0568,0.0575,0.0544,0.0684,0.0598,0.4038,1.0146,1.0329,1.2113
Miscellaneous,WYZ-XM-5,-2.53932,0.0481,0.0512,0.0538,0.0504,0.0525,0.0689,0.8037,1.0375,1.1065
Kidney,WYZ-XM-5,-2.255507,0.0378,0.0383,0.0389,0.0434,0.08,1.0188,1.0274,1.0206,1.0314
Kidney,WYZ-XM-5,-1.06792,0.0564,0.0993,0.2644,0.3283,0.8127,1.0087,1.0151,1.0205,1.0005
Kidney,WYZ-XM-5,-0.015262,0.0567,0.0605,1.2337,0.0626,0.0716,0.3834,0.9841,0.9402,0.9658
Kidney,WYZ-XM-5,-1.954451,0.0494,0.0519,0.054,0.0725,0.4241,0.9745,1.0873,1.1344,1.1766
Nervous System,WYZ-XM-5,-1.678566,0.0388,0.0408,0.0391,0.0404,0.0442,0.9018,1.0363,1.0069,0.9988
Leukemia,WYZ-XM-5,-5.592531,0.0998,0.0999,0.1015,0.1038,0.0986,0.0987,0.1014,0.4036,1.2823
Brain,WYZ-XM-5,-4.006568,0.0722,0.0763,0.0747,0.0757,0.0745,0.0842,1.0611,1.1773,1.0998
Lung:NSCLC,WYZ-XM-5,0.676539,0.0403,0.0923,0.7376,0.9021,0.8885,0.9641,0.9984,1.006,0.9999
Leukemia,WYZ-XM-5,-3.484447,0.1762,0.1772,0.181,0.1822,0.1793,0.1767,0.4661,0.767,1.0894
Head & Neck,WYZ-XM-5,-2.918005,0.054,0.0552,0.0553,0.0548,0.0546,0.0693,0.6647,0.9506,1.0386
